,title,authors,type,year_correct,year_number,collected_by,number_authors
1549,"Darstellungen antiker Götter im Ms. Manuskript A. 10 (Augustinus, De civitate Dei) der Bibliothek der Oberschule in Schulpforte (DDR)",['Gerald Jasbar'],Publication,True,1980,Fabian,1
1550,Die deutsche Sprachwissenschaft in der Allgemeinen Deutschen Bibliothek: Ein Beitr. z. Gesch. d. deutsch. Philol. im Zeitalt. d. Aufklär.,['Werner Salow'],Publication,True,1926,Fabian,1
1551,"Die Maq men des ar r in tabarischer Übersetzung (I - VII) nach einer Teheraner Handschrift: (Bibliothek Malek, ms. 2487)",['al-Q sim Ibn-Ê¿Al al- ar r'],Publication,True,2005,Fabian,1
1552,"Die Maq men des ar r in tabarischer Übersetzung (I-VII) nach einer Teheraner Handschrift: (Bibliothek Malek, ms. 2487)","['al-Q sim Ibn-Ê¿Al al- ar r', 'Bahar Mokhtarian']",Publication,True,2005,Fabian,2
1554,De electione episcoporum,['Matija Vlačić Ilirik'],Publication,True,1612,Fabian,1
1555,Der Bestand Mechanica der kurfürstlichen und königlichen Bibliothek Dresden von 1556 bis 1918: eine kulturgeschichtliche Studie der Erwerbungswege und Motivationen,['Konstantin Hermann'],Publication,True,2007,Fabian,1
1556,"Die Hiobserzählung in der arabischen Literatur: T. 1 ; Zwei arabische Hiobhandschriften der Kgl. Bibliothek zu Berlin hrsg., verglichen u. übers.",['Naftali Apt'],Publication,True,1913,Fabian,1
1557,ol3video: eine Open-Source-JavaScript-Bibliothek zur Synchronisation von Video- und GPS-Daten für OpenLayers - am Beispiel von www.gps-cam.net.,['Chris Mayrhofer'],Publication,True,2017,Fabian,1
1558,Zur Struktur und Nutzung von Klassifikationen im Bibliothekswesen (am Beispiel der Klassifikation der Deutschen Bibliothek und der sog. Niederländischen Basisklassifikation).,['Harald H. Zimmermann'],Publication,True,1994,Fabian,1
1559,Wohin mit der digitalen Edition?,['Christiane Fritze'],Publication,True,2019,Fabian,1
1560,Kurzportrait der Stadtbücherei Frankfurt am Main,[' Stadtbücherei Frankfurt am Main'],Publication,True,2022,Fabian,1
1561,"Wie entsteht eigentlich Zukunft? Kunst, Kooperation und Teilhabe im Kontext der kulturellen und politischen Funktion von Bibliotheken",['Susanne Brandt'],Publication,True,2019,Fabian,1
1562,Zur Qualitätsverbesserung der Entwicklung und Pflege von verteilten Anwendungen: Konzeption und Realisierung einer Bibliothek auf der Basis von TCP/IP.,['Mathias Etter'],Publication,True,1999,Fabian,1
1563,Die Handschrift A.R. 940/41. der Proske-Bibliothek zu Regensburg: Ein Beitr. zur Musikgeschichte im 2. Drittel d. 16. Jh.,['Wilfried Brennecke'],Publication,True,1952,Fabian,1
1564,Zur Qualitätsverbesserung der Entwicklung und Pflege von verteilten Anwendungen: Konzeption und Realisierung einer Bibliothek auf der Basis von TCP/IP,['Mathias Etter'],Publication,True,1999,Fabian,1
1565,Bibliothek und Buchbestände des Augustiner-Chorherrenstifts Georgenberg bei Goslar: ein Überblick über die Entwicklung im Mittelalter bis zur Zerstörung 1527,['Jochen Schevel'],Publication,True,2013,Fabian,1
1566,"Deutsche Literatur von Luther bis Tucholsky. Hg. von Marie Endres, Martina Gödel, Thomas Hafki, Erwin Jurschitza (Digitale Bibliothek, Bd. 125)",['Christian Wagenknecht'],Publication,True,2006,Fabian,1
1567,Die erste Kritik des Ockhamismus durch den Oxforder Kanzler Johannes Lutterell (nach der Hs. CCV der Bibliothek des Prager Metropolitankapitels),['Fritz Hoffmann'],Publication,True,1941,Fabian,1
1568,"Das Skizzenbuch Balthasar Neumanns: (Univ.-Bibliothek Würzburg, Delin. III) ; Studien zur Arbeitsweise d. Würzburger Meisters u. zur Dekorationskunst im 18. Jh.",['Joachim Hotz'],Publication,True,1978,Fabian,1
1569,"Going green: Free University Philological Library, Berlin: An evolutionary concept development – from a box to “The Brain”",['Christian Hallmann'],Publication,True,2013,Fabian,1
1570,Kosten und Nutzen des E-Learning an der Fachhochschule,['Urs Gröhbiel'],Publication,True,2002,Fabian,1
1571,Praktiken selbstgesteuerten Lernens anhand der Nutzung von web-basierten Personal-Publishing-Systemen,['Stephan Mosel'],Publication,True,2005,Fabian,1
1572,Blended Library - Neue Interaktionsformen für die Bibliothek der Zukunft / Blendend Library - New Forms of Interaction for the Library of the Future.,"['Mathias Heilig', 'Mischa Demarmels', 'Stephan Huber', 'Harald Reiterer']",Publication,True,2010,Fabian,4
1573,Handschriften des zehnten Jahrhunderts aus der Freisinger Dombibliothek: Studien über Schriftcharakter u. Herkunft d. nachkaroling. u. otton. Handschriften e. bayer. Bibliothek,['Natalia Daniel'],Publication,True,1969,Fabian,1
1574,Diagnose monogener Erbkrankheiten über eng gekoppelte Nukleotidsequenz-Polymorphismen: Isolation und chromosomale Zuordnung zweier singulärer DNS-Fragmente aus einer genomischen Gen-Bibliothek,['Alexander Schmidt-Salzmann'],Publication,True,1982,Fabian,1
1575,"Argumenta Psalmorum Sexaginta, Distributis ordine
                  Versuum Sententiis",['Matija Vlačić Ilirik'],Publication,True,1550,Fabian,1
1576,De translatione imperii Romani ad Germanos,['Matija Vlačić Ilirik'],Publication,True,1612,Fabian,1
1577,"Dieter E. Zimmer: Die Bibliothek der Zukunft. Text und Schrift in den Zeiten des Internet. Hamburg: Hoffmann und Campe, 2000. Rezension",['Thomas Hapke'],Publication,True,2001,Fabian,1
1578,Bibliotheksbenutzung: das Leseinteresse bei Benutzern Öffentlicher Bibliotheken als Anforderung an Bibliothek und Schule (eine Erhebung bei Benutzern der Hamburger Öffentlichen Bücherhallen).,['Karlheinz Döring'],Publication,True,1976,Fabian,1
1579,Die exegetischen Quellen von Otfrids Evangelienbuch: Beitr. zu ihrer Ermittlung ; mit e. Kap. über d. Weissenburger Bibliothek d. Mittelalters u.d. Otfridzeit,['Ernst Hellgardt'],Publication,True,1978,Fabian,1
1580,"""Sustainability in all phases of the building’s life-cycle …"": A case study of the McClay Library, Queen’s University Belfast",['Karen Latimer'],Publication,True,2013,Fabian,1
1581,Untersuchungen über die Leistungsfähigkeit von Punkt-für-Punkt- und Peak-Suchalgorithmen am Beispiel einer digitalisierten FTIRS-Bibliothek von Antioxidantien und PVC-Stabilisatoren,['Sigrun Wittmann'],Publication,True,1999,Fabian,1
1582,"Bibliotheken ohne Bücher? : über eine Zukunftsvision, die ein Horrorszenario sein könnte",['Michael Hagner'],Publication,True,2016,Fabian,1
1583,"CAL, CAI, ICAI, CUU, CBT, PU, PI, oder was?",['Rolf Schulmeister'],Publication,True,1997,Fabian,1
1584,Eine kurze Geschichte des Geldes : Teil 1-10,['Lucas Zeise'],Publication,True,2020,Fabian,1
1585,Funktion und Leistung einer Forschungsbibliothek: die Bibliothek für Bildungsgeschichtliche Forschung des Deutschen Instituts für Internationale Pädagogische Forschung im Kontext der historischen Bildungsforschung,['Christian Ritzi'],Publication,True,2007,Fabian,1
1586,Funktion und Leistung einer Forschungsbibliothek: die Bibliothek für Bildungsgeschichtliche Forschung des Deutschen Instituts für Internationale Pädagogische Forschung im Kontext der Historischen Bildungsforschung,['Christian Ritzi'],Publication,True,2007,Fabian,1
1587,"Teaching Library. Förderung von Informationskompetenz durch
Hochschulbibliotheken",['Wilfried Sühl-Strohmenger'],Publication,True,2012,Fabian,1
1588,"Liste der fachlichen Nachschlagewerke zu den Normdateien <SWD, GKD>",[' ?'],Publication,True,1991,Fabian,1
1589,Die weisen Sprüche des Achikar A iqar nach der syrischen Hs. Cod. Sachau Nr. 336 der Kgl. Bibliothek in Berlin hrsg. u. bearb.,['Smil Grünberg'],Publication,True,1918,Fabian,1
1590,Das Vorschriftenbuch des Salzburger Roßarztes Christof Gstettner (Mitte d. 16. Jh.): Nach e. Hs. aus d. Bibliothek d. tierärztl. Fakultät d. Univ. München,['Anton Hackl'],Publication,True,1939,Fabian,1
1591,"Klonierung und molekulare Charakterisierung humaner, monoklonaler Antikörper einer Patientin mit Kawasaki-Syndrom vor und nach Behandlung mit IVIG mittels kombinatorischer Phagen-Display-Bibliothek",['Stephan Leucht'],Publication,True,2009,Fabian,1
1592,"Hrabanus Maurus, De laudibus sancta crucis: Studien z. Überlieferung u. Geistesgeschichte mit d. Faks.-Textabdruck aus Codex Reg. Lat. 124 d. Vatikan. Bibliothek",['Hans-Georg Müller'],Publication,True,1970,Fabian,1
1594,Der frühe Zürcher Pietismus (1689 - 1721): der soziale Hintergrund und die Denk- und Lebenswelten im Spiegel der Bibliothek Johann Heinrich Lochers (1648 - 1718),['Kaspar Bütikofer'],Publication,True,2007,Fabian,1
1595,"Schlagwort-Syntax : linguistische und fachwissenschaftliche Gesichtspunkte ; eine vergleichende Untersuchung der Regeln für die Schlagwortvergabe der Deutschen Bibliothek, RSWK, Voll-PRECIS und Kurz-PRECIS",['Ursula Krömmelbein'],Publication,True,1984,Fabian,1
1596,Die Welt von Gestern. Widmungsexemplare aus der Bibliothek von Elise und Helene Richter. Ein Beitrag der Provenienzforschung an der Universitäts- und Stadtbibliothek Köln,['Christiane Hoffrath'],Publication,True,2008,Fabian,1
1597,"Hrabanus Maurus, De laudibus sancta crucis: Studien z. Überlieferung u. Geistesgeschichte mit d. Faks.-Textabdruck aus Codex Reg. Lat. 124 d. Vatikan. Bibliothek",['Hans-Georg Müller'],Publication,True,1970,Fabian,1
1598,Die Amalien-Bibliothek: Musikbibliothek d. Prinzessin Anna Amalia von Preussen (1723 - 1787). Histor. Einordnung u. Katalog mit Hinweisen auf d. Schreiber d. Handschriften,['Eva Renate Wutta'],Publication,True,1965,Fabian,1
1599,"Die einzige bisher bekannte deutsche Fassung des Buches Circa instans (de simplicibus) nach e. Handschrift d. 15. Jh.: (Leipzig, Univ.-Bibliothek Nr 1224)",['Walter Damm'],Publication,True,1939,Fabian,1
1600,Wirtschaftswissenschaftliche Bibliographien,['Ekkehart Seusing'],Publication,True,1988,Fabian,1
1603,Neue Aufgaben für wissenschaftliche Bibliotheken: Das Beispiel Open Science Lab,['Lambert Heller'],Publication,True,2015,Fabian,1
1604,"Beiträge zu einer Biographie Esmarchs: Die Jahre 1845-1860, dargest. unter bes. Berücks. d. Nachlasses in d. Universitäts-Bibliothek Kiel. Mit e. Bibliographie Esmarchs",['Ulrik Wrangell'],Publication,True,1965,Fabian,1
1606,"Fjodor Gladkow, Zement, Rezension","['Walter Benjamin', 'Rolf Tiedemann', 'Hermann Schweppenhäuser']",Publication,True,1980,Fabian,3
1607,"Nehmen wir uns die Stadt! - Klassenanalyse, Organisationspapier, Kampfprogramm. Beiträge der Lotta continua zur Totalisierung der Kämpfe",['Lotta Continua'],Publication,True,1972,Fabian,1
1609,"Politics, Culture and Society in France and Italy, 1943-1973 (Coursebook Cultural Revolution (AA304) 4)",['Stephen Gundle'],Publication,True,2001,Fabian,1
1610,"""Endlösung"" - Völkerverschiebung und der Mord an den europäischen Juden",['Götz Aly'],Publication,True,2002,Fabian,1
1611,I ragazzi che volevano fare la rivoluzione – 1968-1978 storia critica di Lotta continua,['Aldo Cazzullo'],Publication,True,1998,Fabian,1
1612,Die Geschichte und ihre Bilder. Die Kunst und die Deutung der Vergangenheit,['Francis Haskell'],Publication,True,1998,Fabian,1
1613,Medienkompetenz und Bibliotheken in Deutschland,['Wilfried Sühl-Strohmenger'],Publication,True,2007,Fabian,1
1614,Luglio 1960. Tambroni e la repressione fallita,['Philip Cooke'],Publication,True,2000,Fabian,1
1615,Massenautonomie gegen historischen Kompromiß,['Toni Negri'],Publication,True,1977,Fabian,1
1616,"Iron Men, Wooden Women – Gender and Seafaring in the Atlantic World 1700-1920","['Margaret S. Creighton', 'List Nording']",Publication,True,1996,Fabian,2
1617,"Autobiography of a Generation - Italy, 1968",['Luisa Passerini'],Publication,True,1996,Fabian,1
1618,"""... dass sich Menschen wohlfühlen"": Energiesparende Konzepte aus dem Buchhandel übertragen auf Bibliotheken",['Matthias Franz'],Publication,True,2013,Fabian,1
1619,"Der Wolfenbütteler Chansonnier: Wolfenbüttel, Herzog-August-Bibliothek, Codex Guelf. 287 Extrav. ; Unters. zu Repertoire u. Überlieferung e. Musikhs. d. 15. Jh. u. ihres Umkreises",['Martella Gutiérrez-Denhoff'],Publication,True,1982,Fabian,1
1620,Structured Design - Fundamentals of a Discipline of Computer Program and Systems Design,"['E. Yourdon', 'L.L. Constantine']",Publication,True,1979,Fabian,2
1621,"La crisi del movimento operaio - Scritti interventi lettere, 1956-1960",['Raniero Panzieri'],Publication,True,1973,Fabian,1
1622,Die blauen Blumen,"['Raymond Queneau', 'Eugen Helmlé']",Publication,True,2001,Fabian,2
1623,Pasolini über Pasolini - Im Gespräch mit Jon Halliday,['Pier Paolo Pasolini'],Publication,True,1995,Fabian,1
1624,Der Kapitän - Die Erfindung einer Herrschaftsform,['Ulrich Welke'],Publication,True,1997,Fabian,1
1625,Der Prozeß Graef,['Paul Lindau'],Publication,True,1990,Fabian,1
1626,20 Jahre Hiphop in Deutschland,"['Sascha Verlan', 'Hannes Loh']",Publication,True,2000,Fabian,2
1627,Fascist Modernities: Italy 1922-45,['Ruth Ben-Ghiat'],Publication,True,2004,Fabian,1
1628,Piombo rosso - La storia completa della lotta armata in Italia dal 1970 a oggi,['Giorgio Galli'],Publication,True,2004,Fabian,1
1629,The Crisis of German Ideology - Intellectual Origins of the Third Reich,['George L. Mosse'],Publication,True,1981,Fabian,1
1630,Arbeitswelt an der Wasserkante – Sozialgeschichte der Hamburger Hafenarbeiter 1886-1914,['Michael Grüttner'],Publication,True,1984,Fabian,1
1633,Bomben und Geheimnisse. Geschichte des Massakers von der Piazza Fontana,['Luciano Lanza'],Publication,True,1998,Fabian,1
1634,Akte 113,['Émile Gaboriau'],Publication,True,1989,Fabian,1
1635,Das Herz des Staates treffen,['Alberto Franceschini'],Publication,True,1990,Fabian,1
1636,Geschichte der Ausländerpolitik in Deutschland,['Ulrich Herbert'],Publication,True,2001,Fabian,1
1638,Der Efeu,['Grazia Deledda'],Publication,True,1988,Fabian,1
1639,Der Richter und der Historiker - Überlegungen zum Fall Sofri,['Carlo Ginzburg'],Publication,True,1991,Fabian,1
1640,Das Mittelmeer und die mediterrane Welt in der Epoche Philipps II.,['Fernand Braudel'],Publication,True,1990,Fabian,1
1641,Scritti di cinema e di vita,['Elio Petri'],Publication,True,2007,Fabian,1
1642,La connaissance de la vie,['Georges Canguilhem'],Publication,True,1965,Fabian,1
1643,Sozialstruktur und Strafvollzug,"['Georg Rusche', 'Otto Kirchheimer']",Publication,True,1974,Fabian,2
1644,Das VD 18 eine Einladung ins 18. Jahrhundert,"['Thomas Bürger', 'Claudia Fabian', 'Rupert Schaab', 'Barbara Schneider-Kempf', 'Heiner Schnelling', 'Manfred Thaller']",Publication,True,2008,Fabian,6
1645,Das PICA-System,"[' Hans J. Becker', ' Reiner Diedrichs', ' Bernhard Eversberg', ' Annette Rath-Beckmann', ' Hans-Joachim Wätjen', ' Wolfgang Zick', ' Hartmut Zillmann']",Publication,True,1992,Fabian,7
1646,"Das Projekt ""MultiMediaThek"" (MMT) an der Gesamthochschulbibliothek Kassel",['Helge Steenweg'],Publication,True,1999,Fabian,1
1648,Green and growing: The impact of a LEED library on an organization’s sustainable practices,"['Randy Olsen', 'Christopher McAfee']",Publication,True,2013,Fabian,2
1649,Die Träume liegen wieder auf der Straße,['Guido Viale'],Publication,True,1979,Fabian,1
1650,Das Geheimnis des Gelben Zimmers,['Gaston Leroux'],Publication,True,1978,Fabian,1
1651,"Zur Strategie und Organisation von ""Lotta continua""","['Adriano Sofri', 'Luciano Della Mea']",Publication,True,1971,Fabian,2
1652,Si allontanarono alla spicciolata - Le care riservate di polizia su Lotta Continua,"['Adriano Sofri', 'Luca Sofri']",Publication,True,1996,Fabian,2
1653,Die 'hygienische Revolution' im medizinischen Denken. Medizinisches Wissen und ärztliches Handeln,['Alfons Labisch'],Publication,True,2001,Fabian,1
1654,Lotta continua - Gli uomini dopo,['Corrado Sannucci'],Publication,True,1999,Fabian,1
1655,Physiologie und industrielle Gesellschaft - Studien zur Verwissenschaftlichung des Körpers im 19. und 20. Jahrhundert,"['Philipp Sarasin', 'Jakob Tanner']",Publication,True,1998,Fabian,2
1656,Lotta armata - Bewaffneter Kampf in Italien - Die Geschichte der Roten Brigaden,['Stefan Seifert'],Publication,True,1991,Fabian,1
1657,Comunisti a Milano - I sessant'anni di vita del Pci a Milano tra storia e testionanza,['Libero Traversa'],Publication,True,2002,Fabian,1
1658,Fear of a Kanak Planet – Hiphop zwischen Weltkultur und Nazi-Rap,"['Hannes Loh', 'Murat Güngör']",Publication,True,2002,Fabian,2
1659,"Learning Resources Center - An einem Ort recherchieren, produzieren, bearbeiten, drucken und publizieren",['Tobias Möller Walsdorf'],Publication,True,2005,Fabian,1
1660,VD18 - zum Diskussionsstand aus fachwissenschaftlicher Sicht,['Reinhart Siegert'],Publication,True,2008,Fabian,1
1661,Medienwirklichkeit versus Bibliothekskultur,['Rafael Capurro'],Publication,True,1996,Fabian,1
1662,"Bildung, Wissen, Narrativität. Wissensvermittlung durch Digital Storytelling nicht nur für Museen",['Michael Mangold'],Publication,True,2007,Fabian,1
1663,Information Literacy Konzeption eines Teaching Library-Moduls am Beispiel der Fachhochschulbibliothek Frankfurt am Main,['Aron Zweifel'],Publication,True,2005,Fabian,1
1664,"Christof Hardmeier/Eep Talstra/Alan Groves (Hg.): SESB. Stuttgarter Elektronische Studienbibel. Mit der Bibelsoftware von Libronix Digitaler Bibliothek. Stuttgart Deutsche Bibelgesellschaft 2004, CD-ROM + Handbuch.",['Christian Riepl'],Publication,True,2004,Fabian,1
1665,Portale zu Vergangenheit und Zukunft. Bibliotheken in Deutschland Im Auftrag von Bibliothek und Information Deutschland e.V. (BID) herausgegeben. Mit einem Vorwort von Heinz-Jürgen Lorenzen,"['Ludger Syré', 'Jürgen Seefeldt', ' Georg-Olms-Verlag']",Publication,True,2017,Fabian,3
1666,Vergleichende Genexpressions-Analyse in cDNS-Bibliotheken des anterioren und posterioren olfaktorischen Bulbus und Identifizierung neuartiger Gene in einer embryonalen Maus-cDNS-Bibliothek mittels Oligonukleotid-Fingerprinting,['Mehdi Yahyawi'],Publication,True,2003,Fabian,1
1667,"Les ""Miracles de Sainte Geneviève"", neu hrsg. nach der einzigen Hs. 1131 der Pariser Bibliothek Sainte Geneviève: Ein Beitr. zur Geschichte d. Heiligenspieles im mittelalterlichen Frankreich",['Clothilde Sennewaldt'],Publication,True,1937,Fabian,1
1668,Bibliographie wirtschafts- und sozialwissenschaftlicher Bibliographien,['Frieda Otto'],Publication,True,1968,Fabian,1
1669,Web 2.0 und das Museum,['Peter Weibel'],Publication,True,2007,Fabian,1
1670,"Mehrwerte durch Nachhaltigkeit, Strategie und Vernetzung: Fachstellenforum präsentiert die Leistungen und Ideen kleiner und mittlerer Bibliotheken",['Ute Palmer'],Publication,True,2022,Fabian,1
1671,"Die Hochzeitspredigt der Frühen Neuzeit: mit einer Bibliographie der selbstständig erschienenen Hochzeitspredigtdrucke der Herzog-August-Bibliothek Wolfenbüttel, der Staats- und Stadtbibliothek Augsburg und der Universitätsbibliothek Augsburg",['Erik Margraf'],Publication,True,2005,Fabian,1
1672,Die Erlebnisgesellschaft : Kultursoziologie der Gegenwart,['Gerhard Schulze'],Publication,True,2005,Fabian,1
1674,"Die Hochzeitspredigt der Frühen Neuzeit: mit einer Bibliographie der selbstständig erschienenen Hochzeitspredigtdrucke der Herzog-August-Bibliothek Wolfenbüttel, der Staats- und Stadtbibliothek Augsburg und der Universitätsbibliothek Augsburg",['Erik Margraf'],Publication,True,2005,Fabian,1
1675,Verzeichnis der ausgewerteten Zeitschriften,[' ?'],Publication,True,1978,Fabian,1
1677,My tree house,"['Lo Wan Ni', 'Lin Li. Soh']",Publication,True,2015,Fabian,2
1678,Mitteilungen,[' ?'],Publication,True,1983,Fabian,1
1679,Beitrag zur Bibliographie der deutschsprachigen tierärztlichen Literatur von Beginn des 16. bis Mitte des 18. Jahrhunderts: <Aus d. Bestand d. Bibliothek d. Tierärztl. Fakultät d. Universität München>,['Friedrich Six'],Publication,True,1952,Fabian,1
1680,Beitrag zur Bibliographie der deutschsprachigen tierärztlichen Literatur von Beginn des 16. bis Mitte des 18. Jahrhunderts: <Aus d. Bestand d. Bibliothek d. Tierärztl. Fakultät d. Universität München>,['Friedrich Six'],Publication,True,1952,Fabian,1
1681,"Amazons and Military Maids – Women Who Dressed as Men in the Pursuit of Life, Liberty and Happiness",['Julie Wheelwright'],Publication,True,1990,Fabian,1
1682,Wunder und die Ordnung der Natur,"['Lorraine Daston', 'Katharine Park']",Publication,True,2002,Fabian,2
1683,Andrea Delfin / Fräulein Johanne,['Paul Heyse'],Publication,True,1988,Fabian,1
1684,Oltremare - Storia dell'espansione coloniale italiana,['Nicola Labanca'],Publication,True,2002,Fabian,1
1685,Die Tochter des 20. Jahrhunderts,['Rossana Rossanda'],Publication,True,2007,Fabian,1
1686,"CaCo-2-in-vitro-Absorptionsmodell. Mikroform : Entwicklung einer Bewertungsgrundlage für das biopharmazeutische Klassifizierungssystem auf Basis physikalisch-chemischer Parameter, der Permeation und Absorption",['Annke D. Frick'],Publication,True,19971998,Fabian,1
1687,Nicos Poulantzas - Eine kritische Auseinandersetzung,['Alex Demirovi´c'],Publication,True,1987,Fabian,1
1688,Gefängnishefte - 1. Heft,"['Antonio Gramsci', 'Klaus Bochmann', 'Wolfgang Fritz Haug']",Publication,True,1991,Fabian,3
1690,Segel und Kanonen – Die europäische Expansion zur See,['Carlo M. Cipolla'],Publication,True,1999,Fabian,1
1691,Das Geheimnis des Fiakers,['Fergus W. Hume'],Publication,True,1984,Fabian,1
1693,Tagebuch der Hölle,['Jan Valtin (d.i. Richard Hermann Julius Krebs)'],Publication,True,1957,Fabian,1
1694,Lichtblicke - Zur Geschichte der künstlichen Helligkeit im 19. Jahrhundert,['Wolfgang Schivelbusch'],Publication,True,2004,Fabian,1
1695,Der Eigentumsparagraph,['Willi Bredel'],Publication,True,1975,Fabian,1
1697,Giotto and the Orators – Humanist observers of painting in Italy and the discovery of pictorial composition 1350-1450,['Michael Baxandell'],Publication,True,1971,Fabian,1
1698,Pier Paolo Pasolini - Figurationen des Sprechens,['Bernhard Groß'],Publication,True,2008,Fabian,1
1699,"The Many-Headed Hydra – Sailors, Slaves, Commoners, and the Hidden History of the Revolutionary Atlantic","['Peter Linebaugh', 'Marcus Rediker']",Publication,True,2000,Fabian,2
1700,"Between Hollywood and Moscow - The Italian Communists and the Challenge of Mass Culture, 1943-1991",['Stephen Gundle'],Publication,True,2000,Fabian,1
1701,Die Rezeption der kriminalanthropologischen Theorien von Cesare Lombroso in Deutschland von 1880-1914,"['Mariacarla Gadebusch Bondio', 'Rolf Winau', 'Heinz Müller-Dietz']",Publication,True,1995,Fabian,3
1702,Brigate Rosse. Eine italienische Geschichte,"['Mario Moretti', 'Carla Mosca', 'Rossana Rossanda']",Publication,True,2001,Fabian,3
1703,Das Gewissen des Historikers,['Lucien Febvre'],Publication,True,1990,Fabian,1
1704,The Struggle for Breeches: Gender and the Making of the British Working Class,['Anna Clark'],Publication,True,1995,Fabian,1
1705,Holzaugen – Über Nähe und Distanz,['Carlo Ginzburg'],Publication,True,1998,Fabian,1
1706,Schaulust und Verbrechen - Eine Geschichte des Krimis als Mediengeschichte,['Gabriela Holzmann'],Publication,True,2001,Fabian,1
1707,"Volksgemeinschaft ohne Verbrecher – Konzeptionen und Praxis der Kriminalpolizei in der Zeit der Weimarer Republik und des Nationalsozialismus,",['Patrick Wagner'],Publication,True,1996,Fabian,1
1708,Männerphantasien,['Klaus Theweleit'],Publication,True,1977,Fabian,1
1709,Between the Devil and the Deep Blue Sea,['Marcus Rediker'],Publication,True,1987,Fabian,1
1710,Women under Italian Fascism,['Alexander De Grand'],Publication,True,1976,Fabian,1
1711,Pesthauch und Blütenduft – Eine Geschichte des Geruchs,['Alain Corbin'],Publication,True,1984,Fabian,1
1712,Die Venus von Giorgione - Ikonographische Innovationen und ihre Folgen,['Carlo Ginzburg'],Publication,True,1998,Fabian,1
1713,Lese-Umwelt,['Ursula Liebmann'],Publication,True,2016,Fabian,1
1714,Konjunkturen des Rassismus,"['Alex Demirovi´c', 'Manuela Bojadˆzijev']",Publication,True,2002,Fabian,2
1715,"Spurensicherungen - Über verborgene Geschichte, Kunst und soziales Gedächtnis",['Carlo Ginzburg'],Publication,True,1983,Fabian,1
1716,Der Käse und die Würmer. Die Welt eines Müllers um 1600,['Carlo Ginzburg'],Publication,True,1990,Fabian,1
1717,"Prostitution and Victorian Society – Women, class and the state",['Judith R. Walkowitz'],Publication,True,1980,Fabian,1
1718,Nakam - Jüdische Rache an NS-Tätern,"['Jim G. Tobias', 'Peter Zinke']",Publication,True,2003,Fabian,2
1720,Bibliotheken : Weg mit den Büchern!,"['Michael Furger', 'Raffael Ball']",Publication,True,2016,Fabian,2
1721,BIT online: 3. Innovationsforum 2001,[' div'],Publication,True,2001,Fabian,1
1722,Bibliotheken und die Nachhaltigkeitsziele: Ein Storytelling-Handbuch,['_ International Federation of Library Associations_and_Institutions (IFLA)'],Publication,True,2018,Fabian,1
1723,Modelica Building Systems – Eine Modellbibliothek zur Simulation komplexer energietechnischer Gebäudesysteme,"['Christoph Nytsch-Geusen', 'Jörg Huber', 'Manuel Ljubijankic', 'Jörg Rädler']",Publication,True,2012,Fabian,4
1725,Java - Trickkiste - Bytecode-Analyse im Eigenbau,['Arno Haase'],Publication,True,2015,Fabian,1
1726,Medienpädagogik,"['Jürgen Hüther', 'Bernd Schorb']",Publication,True,2005,Fabian,2
1727,Schwimmpanzer und Dampfbläser : technische Schaubücher der frühen Neuzeit,['Helmut Hilz'],Publication,True,2008,Fabian,1
1728,Aktuelle Ansätze von Content Management im E-Learning,['Elisabeth Thek'],Publication,True,2007,Fabian,1
1730,Eine Wärmepumpe für ein Baudenkmal: Die Energiesparbibliothek in Delitzsch als Beispiel für ressourcenschonenden und nachhaltigen Städtebau,['Manfred Wilde'],Publication,True,2013,Fabian,1
1731,Sammeln für die Interessen von morgen,['Martin Schulze Wessel'],Publication,True,2015,Fabian,1
1732,Betriebswirtschaftslehre und Bibliotheksmanagement oder: Wie viel Betriebswirtschaftslehre verträgt die Bibliothek? Essay für einen Vortrag beim Berliner Bibliothekswissenschaftlichen Kolloquium des Instituts für Bibliotheks- und Informationswissenschaft der Humboldt-Universität zu Berlin am 12.5.2015,['Ulrich Naumann'],Publication,True,2015,Fabian,1
1733,City of Dreadful Delight - Narratives of Sexual Danger in Late-Victorian London,['Judith R. Walkowitz'],Publication,True,1992,Fabian,1
1734,Painting and Experience in Fifteenth Century Italy – A Primer in the Social History of Pictorial Style,['Michael Baxandell'],Publication,True,1972,Fabian,1
1735,Colomba,['Prosper Mérimée'],Publication,True,1987,Fabian,1
1736,Allegorie und der Wandel der Symbole in Antike und Renaissance,['Rudolf Wittkower'],Publication,True,2002,Fabian,1
1737,"Cross dressing, Sex, and Gender","['Bonnie Bullough', 'Vern L. Bullough']",Publication,True,1993,Fabian,2
1739,Monsieur Lecoq,['Émile Gaboriau'],Publication,True,1982,Fabian,1
1740,Das Verbrechen von Orcival,['Émile Gaboriau'],Publication,True,1990,Fabian,1
1741,ENRICH: European networking resources and information concerning cultural heritage,"['ENRICH: European networking resources', ' information concerning cultural heritage']",Publication,True,2008,Fabian,2
1742,Bücherhallen Hamburg im rechten Licht: Neue Beleuchtung in der Zentralbibliothek,"['Uta Keite', 'Raffael Banduch']",Publication,True,2013,Fabian,2
1744,Spectacular Realities – Early Mass Culture in Fin-de-siècle Paris,['Vanessa R. Schwartz'],Publication,True,1999,Fabian,1
1746,Brennende Ruhe - Roman aus dem Kapp-Putsch,['Karl Grünberg'],Publication,True,1929,Fabian,1
